title,TMDB_ID,bechdel_pass,budget,revenue,primary_genre,popularity,year,language,runtime,TMDB_rating,votes,spoken_language,logbudget,logrevenue
Shooter,7485,fail,61000000,95696996,Action,50.317,2007,English Language,124,7.1,3654,en,17.926384422137584,18.37669746617085
Shrek the Third,810,pass,160000000,813367380,Fantasy,89.407,2007,English Language,93,6.2,7000,en,18.890684373198102,20.516693447363018
The Signal,242095,fail,4000000,2665322,Thriller,17.425,2014,English Language,97,6,1304,en,15.201804919084164,14.795835433799216
The Simpsons Movie,35,pass,75000000,527068851,Animation,135.313,2007,English Language,87,7,6474,en,18.132998671500584,20.082841745030876
Son of Rambow,13258,fail,4913400,10871449,Comedy,11.136,2007,English Language,96,6.8,337,en,15.407476724486335,16.201650552881276
Spider-Man 3,559,fail,258000000,890871626,Fantasy,480.583,2007,English Language,139,6.3,10594,en,19.36847014288589,20.60771089649136
Stardust,2270,pass,70000000,135560026,Adventure,16.711,2007,English Language,127,7.2,3171,en,18.064005800013632,18.724925096500098
Sunshine,1272,fail,50000000,34806812,SciFi,15.111,2007,English Language,107,7,2830,en,17.72753356339242,17.36532367271517
Superbad,8363,pass,20000000,121463226,Comedy,60.393,2007,English Language,113,7.2,5415,en,16.811242831518264,18.61512210826541
Sweeney Todd: The Demon Barber of Fleet Street,13885,fail,50000000,152000000,Drama,20.884,2007,English Language,116,7.2,4724,en,17.72753356339242,18.83939107881055
Sydney White,10760,pass,16500000,13620075,Comedy,14.593,2007,English Language,108,6.5,867,en,16.61887093887081,16.42705536527841
There Will Be Blood,7345,fail,25000000,77208711,Drama,16.75,2007,English Language,158,8.1,4838,en,17.034386382832476,18.162022845416978
Timecrimes,14139,fail,2600000,553198,SciFi,10.959,2007,Foreign Language,92,7,911,es,14.77102200299171,13.22347126343721
TMNT,1273,fail,34000000,95608995,Adventure,19.46,2007,English Language,87,6,794,en,17.341871082580436,18.375777463553607
The Tracey Fragments,16725,pass,700000,31576,Drama,5.98,2007,English Language,77,5.9,85,en,13.458835614025542,10.360152617342683
Underdog,6589,fail,25000000,65270477,Family,18.607,2007,English Language,81,5.3,540,en,17.034386382832476,17.99405037868949
Vacancy,10294,fail,19000000,35300645,Horror,18.188,2007,English Language,85,6.2,1033,en,16.759949537130716,17.37941179369127
The Visitor,12473,pass,4000000,18197518,Crime,10.142,2007,English Language,104,7.2,320,en,15.201804919084164,16.71679576912092
Waitress,10758,pass,1500000,22240529,Drama,10.209,2007,English Language,108,6.8,400,en,14.22097566607244,16.917426813034997
The Water Horse,54318,fail,40000000,103071443,Family,26.347,2007,English Language,112,6.4,811,en,17.50439001207821,18.450932927109015
We Own the Night,2001,fail,21000000,54926886,Drama,11.056,2007,English Language,117,6.7,988,en,16.860032995687696,17.821513513378694
Whisper,14397,fail,12000000,5285197,Crime,9.664,2007,English Language,94,6.6,201,en,16.300417207752275,15.480420451899242
Zodiac,1949,fail,65000000,84785914,Crime,25.013,2007,English Language,157,7.5,7836,en,17.98989782785991,18.255639978474022
300,1271,fail,65000000,422610419,Action,33.883,2007,English Language,117,7.2,11192,en,17.98989782785991,19.861961317361953
A Scanner Darkly,3509,fail,8700000,7659918,Animation,9.883,2006,English Language,100,6.8,1320,en,15.978833583624812,15.85151183669864
Accepted,9788,fail,23000000,38505009,Comedy,15.692,2006,English Language,93,6.4,1179,en,16.951004773893423,17.466298894691338
Akeelah and the Bee,13751,pass,8000000,18948425,Drama,9.799,2006,English Language,112,7,238,en,15.89495209964411,16.75723137258213
Another Gay Movie,12795,pass,500000,745327,Comedy,17.659,2006,English Language,92,6,131,en,13.122363377404328,13.521578327236277
The Ant Bully,9906,fail,50000000,55181129,Fantasy,29.207,2006,English Language,88,5.7,1065,en,17.72753356339242,17.826131586855812
Apocalypto,1579,pass,40000000,120654337,Action,72.993,2006,English Language,139,7.5,4149,en,17.50439001207821,18.608440296343236
Aquamarine,14191,pass,12000000,23006849,Fantasy,22.27,2006,English Language,104,6.3,1204,en,16.300417207752275,16.95130251217368
Arthur and the Invisibles,9992,fail,86000000,107944236,Adventure,21.496,2006,English Language,94,6.4,2333,en,18.269857854217783,18.497125318409203
Away from Her,1919,pass,3000000,9194283,Drama,6.901,2007,English Language,110,7.1,155,en,14.914122846632385,16.034092435818682
Babel,1164,pass,25000000,135330182,Drama,17.258,2006,English Language,143,7.2,2889,en,17.034386382832476,18.723228142912493
Bandidas,1969,pass,35000000,18381890,Action,18.637,2006,English Language,93,6,881,en,17.37085861945369,16.726876498767393
Barnyard,9907,pass,51000000,116476887,Animation,24.097,2006,English Language,90,5.8,802,en,17.7473361906886,18.573203416437384
Beerfest,9988,pass,17500000,19179969,Comedy,12.913,2006,English Language,110,6,390,en,16.67771143889374,16.769377011151317
Black Christmas,551808,pass,5000000,18529730,Horror,15.558,2019,English Language,92,4.7,365,en,15.424948470398375,16.734887027189384
Blood Diamond,1372,fail,100000000,171720398,Drama,48.053,2006,English Language,143,7.5,5930,en,18.420680743952367,18.96137811904448
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,fail,18000000,262552893,Comedy,15.678,2006,English Language,84,6.7,4177,en,16.70588231586044,19.385963116840987
Bug,12526,pass,4000000,8095658,Drama,11.087,2006,English Language,98,6.1,384,en,15.201804919084164,15.906838426534115
Cars,920,fail,120000000,461983149,Animation,68.076,2006,English Language,117,6.9,11070,en,18.60300230074632,19.951038974354844
Casino Royale,36557,fail,150000000,599045960,Adventure,66.777,2006,English Language,144,7.5,8483,en,18.82614585206053,20.21084888101609
Children of Men,9693,pass,76000000,70595464,Drama,22.013,2006,English Language,109,7.6,5519,en,18.146243898250606,18.07247645110761
Clerks II,2295,pass,5000000,26888376,Comedy,8.731,2006,English Language,97,6.9,974,en,15.424948470398375,17.107204632222658
Click,9339,pass,82500000,240685326,Comedy,27.687,2006,English Language,107,6.2,5606,en,18.22830885130491,19.29900093703951
The Covenant,9954,pass,20000000,37597471,Fantasy,18.774,2006,English Language,97,5.5,789,en,16.811242831518264,17.442447345459726
Curse of the Golden Flower,1494,fail,45000000,78568977,Action,16.829,2006,Foreign Language,114,6.8,540,zh,17.622173047734595,18.17948748483051
The Da Vinci Code,591,fail,125000000,767820459,Thriller,23.793,2006,English Language,149,6.7,7509,en,18.643824295266576,20.459066486438015
The Departed,1422,fail,90000000,291465000,Drama,34.394,2006,English Language,151,8.2,11787,en,18.31532022829454,19.490430487935374
The Devil Wears Prada,350,pass,35000000,326551094,Comedy,48.744,2006,English Language,109,7.4,9670,en,17.37085861945369,19.604096984483412
DOA: Dead or Alive,9053,pass,21000000,7563172,Adventure,13.878,2006,English Language,87,5.2,596,en,16.860032995687696,15.838801236877595
Dreamgirls,1125,pass,70000000,154937680,Drama,11.214,2006,English Language,134,6.8,780,en,18.064005800013632,18.858533529517782
Eragon,2486,fail,100000000,249288105,Fantasy,16.865,2006,English Language,104,5,2676,en,18.420680743952367,19.33411983375738
Fido,10288,fail,8000000,426224,Romance,12.009,2006,English Language,91,6.5,323,en,15.89495209964411,12.962720308652019
Final Destination 3,9286,pass,25000000,118890272,Horror,44.003,2006,English Language,93,6.1,2882,en,17.034386382832476,18.593711541661197
Flushed Away,11619,fail,149000000,178120010,Adventure,25.966,2006,English Language,85,6.2,2939,en,18.819456863909732,18.997968094559702
For Your Consideration,14799,pass,12000000,5542025,Comedy,6.756,2006,English Language,86,5.9,121,en,16.300417207752275,15.527870515401743
The Fountain,1381,pass,35000000,15304890,Drama,13.806,2006,English Language,96,6.9,2129,en,17.37085861945369,16.543682943142095
Friends with Money,8998,pass,6500000,13368437,Comedy,13.719,2006,English Language,88,5.1,458,en,15.687312734865866,16.408407038729045
The Good German,182,fail,32000000,5914908,Drama,12.357,2006,English Language,108,5.9,224,en,17.281246460764002,15.592986501596572
The Good Shepherd,1247,fail,85000000,100266865,Drama,14.962,2006,English Language,167,6.4,834,en,18.258161814454592,18.423345839428404
Grandma's Boy,9900,pass,5000000,6538177,Comedy,15.207,2006,English Language,94,6.6,474,en,15.424948470398375,15.693168938399074
The Grudge 2,1975,pass,20000000,39143839,Horror,20.807,2006,English Language,102,5.5,768,en,16.811242831518264,17.48275359892404
Half Nelson,7859,pass,700000,4911725,Drama,9.179,2006,English Language,107,6.7,636,en,13.458835614025542,15.407135761899859
Happy Feet,9836,pass,100000000,384335608,Animation,55.509,2006,English Language,108,6.1,4024,en,18.420680743952367,19.767026708021255
The Hills Have Eyes,9792,pass,15000000,69623713,Horror,47.88,2006,English Language,107,6.4,2203,en,16.523560759066484,18.058615771301202
The History Boys,8618,fail,4000000,13401952,Comedy,6.73,2006,English Language,109,6.7,150,en,15.201804919084164,16.410910925953846
The Holiday,1581,pass,85000000,194168700,Comedy,26.794,2006,English Language,136,7.1,3876,en,18.258161814454592,19.08423792678419
The Host,72710,pass,44000000,63327201,Action,28.762,2013,English Language,125,6.3,3480,en,17.599700191882537,17.963825510452892
Ice Age: The Meltdown,950,fail,80000000,660998756,Animation,77.201,2006,English Language,91,6.7,7927,en,18.197537192638155,20.309262515817217
Idiocracy,7512,fail,30000000,495303,Adventure,20.392,2006,English Language,84,6.3,1963,en,17.216707939626428,13.112924975493177
The Illusionist,1491,fail,16500000,87892388,Fantasy,21.428,2006,English Language,110,7.3,3878,en,16.61887093887081,18.291623760498265
Inside Man,388,pass,45000000,186003591,Crime,27.696,2006,English Language,129,7.4,4449,en,17.622173047734595,19.04127653794272
Jackass Number Two,12094,fail,11000000,72778712,Action,18.479,2006,English Language,95,6.4,783,en,16.213405830762646,18.10293405282214
John Tucker Must Die,9293,pass,18000000,41009669,Comedy,16.327,2006,English Language,87,6.2,1121,en,16.70588231586044,17.529318426133525
Kidulthood,13185,pass,994000,165000,Drama,8.134,2006,English Language,89,6.3,134,en,13.80949248563871,12.013700752882718
Lady in the Water,9697,fail,70000000,72785169,Drama,12.263,2006,English Language,110,5.5,1026,en,18.064005800013632,18.10302276988519
The Lake House,2044,pass,40000000,114830111,Romance,21.521,2006,English Language,99,6.9,2118,en,17.50439001207821,18.55896429839825
Last Holiday,17379,pass,45000000,38399961,Adventure,13.703,2006,English Language,112,7,491,en,17.622173047734595,17.46356700193244
Letters from Iwo Jima,1251,fail,19000000,68673228,Action,13.521,2006,English Language,141,7.5,1514,en,16.759949537130716,18.04486998691887
Little Children,1440,pass,26000000,14821658,Romance,15.01,2006,English Language,136,7.1,697,en,17.073607095985757,16.511600047418035
Little Miss Sunshine,773,pass,8000000,100523181,Comedy,13.151,2006,English Language,102,7.7,5376,en,15.89495209964411,18.425898915582653
Lonely Hearts,1252,pass,18000000,2520000,Drama,13.111,2006,English Language,108,6,264,en,16.70588231586044,14.739769459487606
Lucky Number Slevin,186,fail,27000000,56308881,Drama,20.886,2006,English Language,110,7.5,3222,en,17.111347423968603,17.84636282489696
Madea's Family Reunion,16781,fail,6000000,57231524,Drama,10.513,2006,English Language,110,6.2,148,en,15.60727002719233,17.86261542342091
Man of the Year,9895,fail,20000000,42472472,Comedy,10.103,2006,English Language,115,5.9,325,en,16.811242831518264,17.564366706387887
Marie Antoinette,1887,pass,40000000,60474340,Drama,18.753,2006,English Language,123,6.6,2128,en,17.50439001207821,17.917729700800148
Miami Vice,82,fail,135000000,163794509,Action,14.067,2006,English Language,132,5.9,1289,en,18.720785336402702,18.914123206232826
Miss Potter,13967,pass,30000000,35078241,Drama,10.465,2006,English Language,92,6.6,385,en,17.216707939626428,17.37309158167972
Mission: Impossible III,956,fail,150000000,397850012,Adventure,27.302,2006,English Language,126,6.7,5120,en,18.82614585206053,19.801585637949938
Monster House,9297,pass,75000000,140175006,Animation,48.754,2006,English Language,91,6.6,3031,en,18.132998671500584,18.75840224277765
Nacho Libre,9353,fail,35000000,99255460,Comedy,31.691,2006,English Language,92,6.2,1156,en,17.37085861945369,18.413207488612894
Night at the Museum,1593,pass,110000000,574480841,Action,32.182,2006,English Language,108,6.5,8268,en,18.51599092375669,20.168977305697865
Notes on a Scandal,1259,pass,15000000,49469904,Drama,10.974,2006,English Language,92,7.1,630,en,16.523560759066484,17.716875042631965
Open Season,7484,fail,85000000,197309027,Animation,23.534,2006,English Language,86,6.1,2084,en,18.258161814454592,19.100281722607146
Over the Hedge,7518,pass,80000000,343397247,Family,22.921,2006,English Language,83,6.5,3508,en,18.197537192638155,19.65439848950559
The Painted Veil,14202,pass,19400000,26910847,Romance,14.262,2006,English Language,125,7.3,874,en,16.780783624033557,17.108039997495748
Penelope,7985,pass,15000000,21156270,Fantasy,12.797,2006,English Language,103,6.7,1174,en,16.523560759066484,16.867446873423496
Perfume: The Story of a Murderer,1427,pass,50000000,132180323,Crime,41.185,2006,English Language,147,7.3,3432,en,17.72753356339242,18.69967763164106
Pirates of the Caribbean: Dead Man's Chest,58,fail,200000000,1065659812,Adventure,99.089,2006,English Language,151,7.3,12805,en,19.11382792451231,20.786859986055056
Poseidon,503,fail,160000000,181674817,Adventure,15.008,2006,English Language,98,5.8,1637,en,18.890684373198102,19.017728927173223
The Prestige,1124,fail,40000000,109676311,Drama,25.511,2006,English Language,130,8.2,12377,en,17.50439001207821,18.513043958444083
The Pursuit of Happyness,1402,fail,55000000,307077295,Drama,33.2,2006,English Language,117,7.9,7839,en,17.822843743196746,19.542610049105704
The Queen,1165,pass,15000000,123384128,Drama,11.368,2006,English Language,103,7,948,en,16.523560759066484,18.630813038796706
Rang De Basanti,7913,pass,2200000,11502151,Comedy,9.491,2006,Foreign Language,157,7.3,306,hi,14.603967918328545,16.25804461932129
Rocky Balboa,1246,fail,24000000,155721132,Drama,23.828,2006,English Language,102,6.8,2600,en,16.99356438831222,18.863577350138108
Running with Scissors,7510,pass,12000000,6754898,Drama,7.51,2006,English Language,116,5.9,182,en,16.300417207752275,15.72577842933645
RV,9530,pass,50000000,87528173,Family,18.451,2006,English Language,99,5.9,1329,en,17.72753356339242,18.287471276647185
Saw III,214,pass,10000000,163876815,Horror,44.987,2006,English Language,114,6.4,3332,en,16.11809565095832,18.914625575501677
Scary Movie 4,4257,pass,45000000,178262620,Comedy,41.413,2006,English Language,83,5.5,2493,en,17.622173047734595,18.998768414191506
The Shaggy Dog,10067,fail,50000000,87134280,Comedy,13.064,2006,English Language,98,4.9,453,en,17.72753356339242,18.28296093500263
She's the Man,9655,pass,20000000,33889159,Comedy,27.712,2006,English Language,105,6.8,2356,en,16.811242831518264,17.338605727695505
Sherrybaby,13075,pass,2000000,622806,Drama,8.161,2006,English Language,96,6.4,92,en,14.508657738524219,13.341990352806942
Shortbus,1378,pass,2000000,5179037,Romance,12.919,2006,English Language,101,6.4,359,en,14.508657738524219,15.460129689616847
Silent Hill,588,pass,50000000,97607453,Horror,37.345,2006,English Language,125,6.5,3224,en,17.72753356339242,18.396464411172754
Slither,9035,pass,15000000,12834936,Horror,19.405,2006,English Language,95,6.5,1078,en,16.523560759066484,16.36768138590954
Smokin' Aces,7516,pass,17000000,57103895,Action,17.939,2006,English Language,109,6.5,1245,en,16.64872390202049,17.86038288596004
Snakes on a Plane,326,pass,33000000,62022014,Action,17.75,2006,English Language,105,5.4,1312,en,17.312018119430753,17.942999944505008
Southland Tales,4723,pass,17000000,374743,Comedy,9.536,2007,English Language,144,5,389,en,16.64872390202049,12.833995736670975
Starter for 10,14055,fail,8,21,Drama,10.667,2006,English Language,92,6.5,295,en,2.0794415416798357,3.044522437723423
Stranger Than Fiction,1262,pass,30000000,53653224,Comedy,10.202,2006,English Language,113,7.3,1762,en,17.216707939626428,17.798052118432103
Superman Returns,1452,fail,270000000,391081192,SciFi,31.413,2006,English Language,154,5.7,3272,en,19.41393251696265,19.784425748566825
Take the Lead,12763,pass,30000000,65742992,Comedy,12.808,2006,English Language,108,6.9,565,en,17.216707939626428,18.001263637790174
Tales from Earthsea,37933,fail,22000000,68625104,Animation,13.593,2006,Foreign Language,115,6.6,979,ja,16.90655301132259,18.044168973275518
Talladega Nights: The Ballad of Ricky Bobby,9718,fail,72500000,162966177,Comedy,15.174,2006,English Language,107,6.3,1194,en,18.099097119824904,18.90905323417181
Ultraviolet,9920,fail,30000000,31070211,SciFi,14.484,2006,English Language,87,5.2,1202,en,17.216707939626428,17.251760072463004
Volver,219,pass,12899867,85582407,Comedy,12.523,2006,Foreign Language,121,7.5,1232,es,16.37272755920123,18.264990294287735
We Are Marshall,11170,fail,65000000,43545364,Drama,12.913,2006,English Language,124,6.9,501,en,17.98989782785991,17.589313803242714
When a Stranger Calls,10053,pass,15000000,66966987,Horror,17.577,2006,English Language,87,5.7,808,en,16.523560759066484,18.01971032457998
The Wind That Shakes the Barley,1116,fail,6500000,22889018,Drama,11.202,2006,English Language,127,7.4,527,en,15.687312734865866,16.946167790178425
World Trade Center,1852,fail,65000000,163247198,Drama,14.4,2006,English Language,129,6.2,1274,en,17.98989782785991,18.910776162114402
X-Men: The Last Stand,36668,pass,210000000,459359555,Adventure,1.595,2006,English Language,104,6.4,7844,en,19.162618088681743,19.945343805597442
"You, Me and Dupree",1819,fail,54000000,130431368,Comedy,11.053,2006,English Language,108,5.6,1077,en,17.80449460452855,18.686357730676036
Zoom,14113,pass,75600000,12506188,Family,25.584,2006,English Language,83,5.3,472,en,18.140966841149762,16.341734119780654
The 40 Year Old Virgin,6957,pass,26000000,177378645,Comedy,22.282,2005,English Language,116,6.3,5301,en,17.073607095985757,18.993797242916216
A History of Violence,59,pass,32000000,60740827,Drama,12.371,2005,English Language,96,7.2,2357,en,17.281246460764002,17.922126632899133
The Amityville Horror,10065,pass,19000000,108047131,Horror,31.09,2005,English Language,90,6.1,1689,en,16.759949537130716,18.498078088042664
Angel-A,11227,fail,15000000,9995168,Romance,8.143,2005,Foreign Language,91,6.9,496,fr,16.523560759066484,16.11761233417958
Assault on Precinct 13,8978,pass,30000000,35294470,Action,14.945,2005,English Language,109,6.1,781,en,17.216707939626428,17.379236852407704
The Ballad of Jack and Rose,17113,pass,1500000,712294,Drama,9.075,2005,English Language,111,6.2,112,en,14.22097566607244,13.476246026513868
Batman Begins,272,fail,150000000,374218673,Action,52.905,2005,English Language,140,7.7,16876,en,18.82614585206053,19.74035087168164
Beauty Shop,14177,pass,25000000,36351350,Comedy,10.615,2005,English Language,105,6.1,373,en,17.034386382832476,17.408741900181266
Bewitched,9722,pass,85000000,131426169,Comedy,12.699,2005,English Language,102,5,1237,en,18.258161814454592,18.693955799437152
BloodRayne,168705,pass,25000000,3650275,Action,12.667,2005,English Language,99,4.2,369,en,17.034386382832476,15.110313065186327
Boogeyman,8968,fail,20000000,67192859,Thriller,12.516,2005,English Language,89,5,558,en,16.811242831518264,18.023077534965914
Brokeback Mountain,142,fail,14000000,178043761,Drama,23.078,2005,English Language,134,7.8,5374,en,16.454567887579532,18.99753992635522
Broken Flowers,308,pass,10000000,46720491,Comedy,9.545,2005,English Language,106,6.9,963,en,16.11809565095832,17.65969340584683
Capote,398,pass,7000000,49327405,Crime,9.488,2005,English Language,114,7,1071,en,15.761420707019587,17.7139903669205
Charlie and the Chocolate Factory,118,pass,150000000,474968763,Adventure,126.176,2005,English Language,115,7,11943,en,18.82614585206053,19.97875959773123
Chicken Little,9982,fail,150000000,314432665,Animation,27.491,2005,English Language,81,5.9,3087,en,18.82614585206053,19.56628050943291
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,pass,180000000,745013115,Adventure,103.071,2005,English Language,143,7.1,8244,en,19.008467408854486,20.42891238021573
Cinderella Man,921,fail,88000000,108539911,Romance,18.442,2005,English Language,144,7.5,1667,en,18.29284737244248,18.502628506624994
Coach Carter,7214,pass,30000000,76669806,Drama,27.099,2005,English Language,136,7.5,1997,en,17.216707939626428,18.155018525207108
The Constant Gardener,1985,pass,25000000,82466670,Drama,13.483,2005,English Language,129,7,1081,en,17.034386382832476,18.22790476967492
Constantine,561,fail,100000000,230884728,Fantasy,57.168,2005,English Language,121,7,5256,en,18.420680743952367,19.257429130950637
Conversations with Other Women,15624,fail,450000,973525,Drama,7.794,2006,English Language,84,6.3,107,en,13.017002861746503,13.788678783998808
Corpse Bride,3933,pass,40000000,118090836,Romance,104.183,2005,English Language,77,7.5,6783,en,17.50439001207821,18.586964682898667
Cursed,10012,pass,35000000,19294901,Horror,49.255,2005,English Language,97,5.5,496,en,17.37085861945369,16.775351422077776
Dark Water,9009,pass,30000000,49483352,Horror,13.706,2005,English Language,105,5.5,748,en,17.216707939626428,17.717146847737254
The Descent,9392,pass,3500000,57051053,Adventure,19.897,2005,English Language,99,7,2812,en,15.068273526459642,17.85945709159545
The Devil's Rejects,1696,pass,7000000,19246174,Drama,13.057,2005,English Language,107,6.8,1041,en,15.761420707019587,16.77282284569727
Elektra,9947,pass,43000000,56681566,Action,16.261,2005,English Language,97,5,1846,en,17.576710673657836,17.85295960119831
Elizabethtown,9621,pass,57000000,52164016,Comedy,11.395,2005,English Language,123,6.2,877,en,17.858561825798823,17.769903466483825
The Exorcism of Emily Rose,8643,pass,19000000,145166804,Crime,30.741,2005,English Language,122,6.5,2124,en,16.759949537130716,18.79339401162731
Fantastic Four,166424,fail,120000000,167977596,Action,55.391,2015,English Language,100,4.4,4950,en,18.60300230074632,18.939341171331822
Flightplan,9315,pass,55000000,223387299,Thriller,13.779,2005,English Language,98,6.4,1973,en,17.822843743196746,19.224417589805014
The Fog,790,pass,1000000,21378361,Horror,16.396,1980,English Language,89,6.7,1021,en,13.815510557964274,16.877889800192303
Four Brothers,8292,fail,45000000,92374674,Action,22.759,2005,English Language,109,6.7,1569,en,17.622173047734595,18.341363408133045
Fun with Dick and Jane,7552,pass,100000000,202026112,Comedy,16.765,2005,English Language,90,6.2,1852,en,18.420680743952367,19.123907514337912
"Good Night, and Good Luck.",3291,fail,7000000,54600000,Drama,10.53,2005,English Language,93,7.1,715,en,15.761420707019587,17.815544440715133
Hard Candy,2652,pass,950000,7022209,Drama,14.153,2005,English Language,103,6.8,1997,en,13.764217263576723,15.764588398867701
Harry Potter and the Goblet of Fire,674,fail,150000000,895921036,Adventure,229.55,2005,English Language,157,7.8,16365,en,18.82614585206053,20.61336283759129
Herbie Fully Loaded,11451,pass,50000000,66002004,Comedy,20.519,2005,English Language,100,5.6,1828,en,17.72753356339242,18.0051956631661
Hide and Seek,11096,pass,30000000,122650962,Horror,19.48,2005,English Language,101,6.4,1236,en,17.216707939626428,18.624853172095005
Hitch,8488,fail,70000000,368100420,Comedy,21.758,2005,English Language,118,6.5,4638,en,18.064005800013632,19.723866339342894
The Hitchhiker's Guide to the Galaxy,7453,fail,50000000,104478416,Adventure,19.954,2005,English Language,109,6.7,3135,en,17.72753356339242,18.464491062581143
Hoodwinked!,10982,pass,15000000,51053787,Animation,15.95,2005,English Language,82,6.2,1389,en,16.523560759066484,17.748390281997928
Hostel,1690,fail,4800000,81979826,Horror,35.202,2006,English Language,94,5.9,2757,en,15.38412647587812,18.22198375056932
House of Wax,10066,fail,40000000,68766121,Horror,41.308,2005,English Language,113,5.9,2222,en,17.50439001207821,18.04622175429584
Ice Princess,13374,pass,25000000,27645491,Family,15.268,2005,English Language,98,6.4,748,en,17.034386382832476,17.134973198493537
The Island,1635,pass,126000000,162949164,Action,24.038,2005,English Language,136,6.7,4328,en,18.65179246491575,18.908948832826585
The Jacket,9667,fail,29000000,21733230,Thriller,14.207,2005,English Language,103,6.9,1112,en,17.182806387950748,16.89435298361624
Jarhead,25,fail,72000000,97076152,Drama,19.088,2005,English Language,123,6.6,2143,en,18.09217667698033,18.39100630062465
Just Like Heaven,9007,pass,58000000,102854431,Fantasy,19.268,2005,English Language,95,6.9,1809,en,17.875953568510692,18.448825255293713
Keeping Mum,9687,pass,169000,18564702,Comedy,10.605,2005,English Language,103,6.6,429,en,12.037653993905211,16.73677259375428
King Kong,254,fail,207000000,562363449,Adventure,36.422,2005,English Language,187,6.8,6298,en,19.14822935122964,20.147658905239187
Kingdom of Heaven,1495,fail,130000000,218122627,Drama,26.314,2005,English Language,144,6.8,3109,en,18.683045008419857,19.200567971778693
Kinky Boots,16367,pass,10000000,9950133,Comedy,15.745,2005,English Language,107,6.7,257,en,16.11809565095832,16.113096475879612
Kiss Kiss Bang Bang,5236,fail,15000000,15785148,Comedy,11.543,2005,English Language,103,7.2,2050,en,16.523560759066484,16.574580055920137
The Legend of Zorro,1656,fail,75000000,142400065,Action,18.03,2005,English Language,129,6.1,2303,en,18.132998671500584,18.77415101340272
Little Manhattan,16553,pass,385373,1117920,Comedy,16.227,2005,English Language,84,7.1,568,en,12.86196697542474,13.926980373786277
The Longest Yard,9291,fail,82000000,190320568,Comedy,27.241,2005,English Language,113,6.6,2513,en,18.222229805228526,19.06422040840177
Lord of War,1830,fail,50000000,72617068,Crime,26.603,2005,English Language,122,7.3,3493,en,17.72753356339242,18.100710548582924
Lords of Dogtown,9787,fail,25000000,13411957,Drama,11.217,2005,English Language,107,7.1,569,en,17.034386382832476,16.41165718047901
Madagascar,953,fail,75000000,542063846,Family,95.497,2005,English Language,86,6.9,8696,en,18.132998671500584,20.110894349514364
Man of the House,13498,pass,40000000,21577624,Comedy,15.066,2005,English Language,100,5.7,352,en,17.50439001207821,16.88716740978635
Match Point,116,pass,15000000,85306374,Drama,20.087,2005,English Language,124,7.3,3244,en,16.523560759066484,18.261759734171928
Memoirs of a Geisha,1904,pass,85000000,162242962,Drama,25.814,2005,English Language,146,7.7,2233,en,18.258161814454592,18.90460553510379
MirrorMask,14517,pass,4000000,866999,Fantasy,8.259,2005,English Language,101,6.5,243,en,15.201804919084164,13.672793102359476
Monster-in-Law,4379,fail,43000000,154749918,Romance,16.541,2005,English Language,101,6.2,1293,en,17.576710673657836,18.857320939641927
Mrs Palfrey at The Claremont,47880,pass,750000,1720953,Comedy,3.425,2005,English Language,108,6.8,24,en,13.527828485512494,14.358388765117098
Munich,612,fail,70000000,130358911,Drama,14.629,2005,English Language,164,7.1,1935,en,18.064005800013632,18.685802058109235
Must Love Dogs,11648,fail,30000000,58405313,Romance,13.41,2005,English Language,98,5.9,367,en,17.216707939626428,17.882917419687786
The New World,11400,pass,30000000,30536013,Drama,10.884,2005,English Language,151,6.6,877,en,17.216707939626428,17.234417299134122
Nine Lives,322240,pass,30000000,57814445,Fantasy,18.289,2016,English Language,87,5.7,860,en,17.216707939626428,17.87274921591424
North Country,9701,pass,35000000,25224242,Drama,11.85,2005,English Language,126,7.2,446,en,17.37085861945369,17.043316074198437
Oliver Twist,257,fail,50000000,42580321,Crime,13.177,2005,English Language,130,6.7,946,en,17.72753356339242,17.56690275615178
The Pacifier,10022,pass,56000000,198636868,Comedy,22.401,2005,English Language,95,6,2437,en,17.840862248699423,19.106988931822805
Paradise Now,67,fail,2000000,3395627,Thriller,6.678,2005,English Language,90,7,174,en,14.508657738524219,15.037998985280941
The Producers,9899,fail,45000000,38058335,Comedy,10.495,2005,English Language,134,6.2,360,en,17.622173047734595,17.45463067215965
The Proposition,16608,fail,2000000,5048693,Action,11.955,2005,English Language,104,7.1,470,en,14.508657738524219,15.434639955872779
Red Eye,11460,pass,26000000,57891803,Horror,19.207,2005,English Language,85,6.3,1367,en,17.073607095985757,17.874086360845705
Rent,1833,pass,40000000,31670620,Drama,14.679,2005,English Language,135,6.8,449,en,17.50439001207821,17.27089999520984
The Ring Two,10320,pass,50000000,161451538,Drama,36.044,2005,English Language,110,5.7,1788,en,17.72753356339242,18.899715581292277
Robots,9928,fail,75000000,262511490,Animation,27.437,2005,English Language,91,6.4,3635,en,18.132998671500584,19.385805410466585
Rumor Has It...,2800,pass,70000000,88933562,Comedy,13.074,2005,English Language,97,5.6,902,en,18.064005800013632,18.30340015454872
Saw II,215,pass,4000000,152925093,Horror,47.367,2005,English Language,89,6.6,3975,en,15.201804919084164,18.845458771233965
